Spectrum,Observed,Ritz,Transition,Rel.,Aki,fik,Acc.,Ei           Ek,Lower level,Upper level,gi   gk,Type,TP,Line
C I,,1535.822,6511.1713,,110000.0,0.0037,C,9.71295903    -     10.52024138,2s2.2p.4s       | 1P*  | 1,2s2.2p.5p            | 1P      | 1,3 - 3,,T5520,
C I,,1536.864,6506.757,,70000.0,0.0039,D,10.083115460   -     10.889851,2s2.2p.4p       | 3P   | 1,2s2.2p.6d            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1538.491,6499.88,,110000.0,0.0023,D,10.085377438   -     10.891259,2s2.2p.4p       | 3P   | 2,2s2.2p.6d            | 3P*     | 1,5 - 3,,T5520LS,
C I,,1541.185,6488.513,,200000.0,0.007,D,10.085377438   -     10.889851,2s2.2p.4p       | 3P   | 2,2s2.2p.6d            | 3P*     | 2,5 - 5,,T5520LS,
C I,,1551.036,6447.302,,50000.0,0.003,D,10.083115460   -     10.882479,2s2.2p.4p       | 3P   | 1,2s2.2p.6d            | 3D*     | 2,3 - 5,,T5520LS,
C I,,1554.454,6433.13,,70000.0,0.0033,D,10.085377438   -     10.882983,2s2.2p.4p       | 3P   | 2,2s2.2p.6d            | 3D*     | 3,5 - 7,,T5520LS,
C I,,1555.438,6429.058,,16000.0,0.0006,D,10.085377438   -     10.882479,2s2.2p.4p       | 3P   | 2,2s2.2p.6d            | 3D*     | 2,5 - 5,,T5520LS,
C I,,1555.705,6427.952,,43000.0,0.0026,D,10.083115460   -     10.880080,2s2.2p.4p       | 3P   | 1,2s2.2p.7s            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1556.6,6424.28,,36000.0,0.004,D,10.08128590    -     10.877795,2s2.2p.4p       | 3P   | 0,2s2.2p.6d            | 3D*     | 1,1 - 3,,T5520LS,
C I,,1560.133,6409.708,,130000.0,0.005,D,10.085377438   -     10.880080,2s2.2p.4p       | 3P   | 2,2s2.2p.7s            | 3P*     | 2,5 - 5,,T5520LS,
C I,,1560.18,6409.52,,27000.0,0.001,D,10.083115460   -     10.877795,2s2.2p.4p       | 3P   | 1,2s2.2p.6d            | 3D*     | 1,3 - 3,,T5520LS,
C I,,1560.664,6407.529,,60000.0,0.006,D,10.08128590    -     10.8757182,2s2.2p.4p       | 3P   | 0,2s2.2p.7s            | 3P*     | 1,1 - 3,,T5520LS,
C I,,1564.267,6392.772,,42000.0,0.0015,D,10.083115460   -     10.8757182,2s2.2p.4p       | 3P   | 1,2s2.2p.7s            | 3P*     | 1,3 - 3,,T5520LS,
C I,,1564.63,6391.28,,1800.0,3.9e-05,D,10.085377438   -     10.877795,2s2.2p.4p       | 3P   | 2,2s2.2p.6d            | 3D*     | 1,5 - 3,,T5520LS,
C I,,1565.639,6387.17,,25000.0,0.0028,D,10.19792602    -     10.989834,2s2.2p.4p       | 1S   | 0,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 1,1 - 3,,T5520,
C I,,1566.029,6385.579,,170000.0,0.002,D,10.083115460   -     10.874826,2s2.2p.4p       | 3P   | 1,2s2.2p.7s            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1568.744,6374.528,,70000.0,0.0015,D,10.085377438   -     10.8757182,2s2.2p.4p       | 3P   | 2,2s2.2p.7s            | 3P*     | 1,5 - 3,,T5520LS,
C I,1573.16478,1573.165,6356.6132,32000,1100000.0,0.042,C,9.631071843   -     10.41919132,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,5 - 5,,T6070,L12175c183
C I,1578.88121,1578.88139,6333.5987,31000,1400000.0,0.051,C,9.631071843   -     10.41633791,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,L12175c183
C I,1578.9201,1578.92024,6333.4427,32000,710000.0,0.037,C,9.631071843   -     10.416318591,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C I,1585.69367,1585.69349,6306.3883,57000q,2100000.0,0.11,C,9.631071843   -     10.41296443,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L12175c183
C II,,1587.27,6300.12,,2460000.0,0.186,B,22.041235      -     22.822350,2s.2p.(3P*).3s  | 2P*  | 1/2,2s2.6d               | 2D      | 3/2,2 - 4,,T5109LS,
C I,,1588.70792,6294.42319,m,,,,8.850662829   -      9.631071843,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 1D*     | 2,5 - 5,,,L12175
C II,,1591.89,6281.84,,2930000.0,0.167,B,22.043587      -     22.822436,2s.2p.(3P*).3s  | 2P*  | 3/2,2s2.6d               | 2D      | 5/2,4 - 6,,T5109LS,
C II,,1592.07,6281.15,,488000.0,0.0186,B,22.043587      -     22.822350,2s.2p.(3P*).3s  | 2P*  | 3/2,2s2.6d               | 2D      | 3/2,4 - 4,,T5109LS,
C I,1600.9241,1600.92438,6246.3923,160000q,6400000.0,0.34,C,9.631071843   -     10.40552565,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L12175c183
C I,,1602.57935,6239.9406,,250000.0,0.0098,C,9.631071843   -     10.40472588,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,
C I,1602.60774,1602.60774,6239.8301,150000,6200000.0,0.33,C,9.631071843   -     10.404712177,2s2.2p.3d       | 1D*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C III,,1622.57,6163.0,,11700000.0,0.277,B,44.477215      -     45.2413,1s2.2s.6d       | 1D   | 2,1s2.2s.7p            | 1P*     | 1,5 - 3,,T5633,
C I,1633.8377,1633.83735,6120.5591,33000,610000.0,0.015,C,9.00258381    -      9.76143658,2s2.2p.3p       | 1D   | 2,2s2.2p.3d            | 1P*     | 1,5 - 3,,"T6070,T4828",L12175c183
C I,1642.02159,1642.02179,6090.0539,35000,280000.0,0.019,D,9.33030708    -     10.085377438,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 3P      | 2,3 - 5,,T6070n,L12175c183
C I,1642.37027,1642.37023,6088.761,120000,1000000.0,0.039,D,9.330467271   -     10.085377438,2s.2p3          | 3P*  | 2,2s2.2p.4p            | 3P      | 2,5 - 5,,T6070n,L12175c183
C I,1646.95557,1646.95561,6071.8092,24000,290000.0,0.012,D,9.33030708    -     10.083115460,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 3P      | 1,3 - 3,,T6070n,L12175c183
C I,1647.30594,1647.30614,6070.5178,44000,600000.0,0.014,D,9.330467271   -     10.083115460,2s.2p3          | 3P*  | 2,2s2.2p.4p            | 3P      | 1,5 - 3,,T6070n,L12175c183
C I,1647.5439,1647.54385,6069.641,20000,370000.0,0.046,D,9.33057587    -     10.083115460,2s.2p3          | 3P*  | 0,2s2.2p.4p            | 3P      | 1,1 - 3,,T6070n,L12175c183
C I,,1650.081,6060.309,,120000.0,0.003,C,10.13817190    -     10.889554,2s2.2p.4p       | 1D   | 2,2s2.2p.6d            | 1P*     | 1,5 - 3,,T5520,
C I,1650.96805,1650.96797,6057.0524,22000,1300000.0,0.017,D,9.33030708    -     10.08128590,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 3P      | 0,3 - 1,,T6070n,L12175c183
C I,,1656.43,6037.08,,20000.0,0.0012,D,10.13817190    -     10.886674,2s2.2p.4p       | 1D   | 2,2s2.2p.6d            | 1F*     | 3,5 - 7,,T5520,
C I,,1661.192,6019.775,,220000.0,0.0054,C,10.13817190    -     10.884529,2s2.2p.4p       | 1D   | 2,2s2.2p.7s            | 1P*     | 1,5 - 3,,T5520,
C II,,1673.117,5976.87,,10200000.0,0.429,B,21.732863      -     22.473900,2s2.5p          | 2P*  | 1/2,2s2.6s               | 2S      | 1/2,2 - 2,,T7476,
C II,,1675.185,5969.49,,20400000.0,0.429,B,21.733778      -     22.473900,2s2.5p          | 2P*  | 3/2,2s2.6s               | 2S      | 1/2,4 - 2,,T7476,
C I,1685.9609,1685.9621,5931.336,19000,1200000.0,0.16,C,9.68378589    -     10.41917726,2s2.2p.4s       | 3P*  | 0,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,1 - 3,,T6070,L12175c183
C I,,1686.752,5928.556,m(P I),1300000.0,0.06,D,9.98852478    -     10.7235720,2s2.2p.4p       | 1P   | 1,2s2.2p.5d            | 1P*     | 1,3 - 3,,T5520,L12175
C I,1689.2832,1689.28277,5919.6706,25000,1100000.0,0.077,C,9.685245529   -     10.41919132,2s2.2p.4s       | 3P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,3 - 5,,T6070,L12175c183
C I,1689.3143,1689.31513,5919.5616,9400,830000.0,0.035,C,9.685245529   -     10.41917726,2s2.2p.4s       | 3P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,3 - 3,,T6070,L12175c183
C I,1689.49992,1689.49992,5918.9112,760000,12400000.0,0.74,B,9.00258381    -      9.73643528,2s2.2p.3p       | 1D   | 2,2s2.2p.3d            | 1F*     | 3,5 - 7,,"T5520,T6070,T4828",L12175c183
U I,1691.062,,5913.44,50,,,,,|      |,|         |,,,,u10
C V,,1694.9,5900.2,,508300.0,0.03648,AA,(353.53156)      -   (354.26309),1s.3p           | 3P*  | 1,1s.3d                | 3D      | 2,3 - 5,,T5997LS,
C V,,1695.1,5899.3,,282300.0,0.01216,AA,(353.53156)      -   (354.26298),1s.3p           | 3P*  | 1,1s.3d                | 3D      | 1,3 - 3,,T5997LS,
C V,,1695.5,5897.9,,376100.0,0.04862,AA,(353.53173)      -   (354.26298),1s.3p           | 3P*  | 0,1s.3d                | 3D      | 1,1 - 3,,T5997LS,
C I,1695.8759,1695.87594,5896.658,11000,510000.0,0.036,C,9.685245529   -     10.41633791,2s2.2p.4s       | 3P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L12175c183
C I,,1696.98403,5892.8074,,12000.0,0.0005,D,9.833294423   -     10.56390942,2s2.2p.3d       | 3P*  | 2,2s2.2p.5p            | 3P      | 2,5 - 5,,T5520LS,
C I,,1698.27232,5888.3372,,290000.0,0.013,C,9.689130559   -     10.41919132,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,5 - 5,,T6070,
C I,,1698.30503,5888.2238,,46000.0,0.0012,C,9.689130559   -     10.41917726,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,5 - 3,,T6070,
C I,,1699.27395,5884.8663,,3800.0,0.00028,D,9.83427899    -     10.56390942,2s2.2p.3d       | 3P*  | 1,2s2.2p.5p            | 3P      | 2,3 - 5,,T5520LS,
C II,,1700.43,5880.86,,9790000.0,0.637,B+,22.130595      -     22.859729,2s2.5d          | 2D   | 3/2,2s2.6f               | 2F*     | 5/2,4 - 6,,T10276,
C II,,1700.49,5880.65,,10500000.0,0.607,B+,22.130626      -     22.859734,2s2.5d          | 2D   | 5/2,2s2.6f               | 2F*     | 7/2,6 - 8,,T10276,
C II,,1700.5,5880.61,,711000.0,0.0308,B,22.130626      -     22.859729,2s2.5d          | 2D   | 5/2,2s2.6f               | 2F*     | 5/2,6 - 6,,T7476,
C I,,1701.23034,5878.0988,,6000.0,0.00017,D,9.833294423   -     10.56208579,2s2.2p.3d       | 3P*  | 2,2s2.2p.5p            | 3P      | 1,5 - 3,,T5520LS,
C V,,1703.1,5871.5,,668000.0,0.04066,AA,(353.53653)      -   (354.26450),1s.3p           | 3P*  | 2,1s.3d                | 3D      | 3,5 - 7,,T5997LS,
C I,,1703.53175,5870.1577,,3800.0,0.00017,D,9.83427899    -     10.56208579,2s2.2p.3d       | 3P*  | 1,2s2.2p.5p            | 3P      | 1,3 - 3,,T5520LS,
C I,,1704.80349,5865.7787,,5000.0,0.0007,D,9.83482192    -     10.56208579,2s2.2p.3d       | 3P*  | 0,2s2.2p.5p            | 3P      | 1,1 - 3,,T5520LS,
C I,,1704.93598,5865.3229,,140000.0,0.006,C,9.689130559   -     10.41633791,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,
C I,1704.98117,1704.98128,5865.1674,51000,2100000.0,0.13,C,9.689130559   -     10.416318591,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C I,,1705.35,5863.9,,44000.0,0.0019,C,10.13817190    -     10.865203,2s2.2p.4p       | 1D   | 2,2s2.2p.6d            | 1D*     | 2,5 - 5,,T5520,
C V,,1706.5,5860.1,,166000.0,0.007246,AA,(353.53653)      -   (354.26309),1s.3p           | 3P*  | 2,1s.3d                | 3D      | 2,5 - 5,,T5997LS,
C V,,1706.7,5859.2,,18440.0,0.0004831,AA,(353.53653)      -   (354.26298),1s.3p           | 3P*  | 2,1s.3d                | 3D      | 1,5 - 3,,T5997LS,
C I,,1708.324,5853.689,,60000.0,0.0028,D,9.98852478    -     10.7142898,2s2.2p.4p       | 1P   | 1,2s2.2p.6s            | 1P*     | 1,3 - 3,,T5520,
C I,1709.0917,1709.0913,5851.061,3800,100000.0,0.0044,D,9.33030708    -     10.055746371,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 3S      | 1,3 - 3,,T6070n,L12175c183
C I,,1709.153,5850.85,,15000.0,0.00022,D,9.83427899    -     10.559692,2s2.2p.3d       | 3P*  | 1,2s2.2p.5p            | 3P      | 0,3 - 1,,T5520LS,
C I,1709.4682,1709.46879,5849.773,3900,60000.0,0.0016,D,9.330467271   -     10.055746371,2s.2p3          | 3P*  | 2,2s2.2p.4p            | 3S      | 1,5 - 3,,T6070n,L12175c183
C I,1709.7242,1709.72478,5848.8966,6400,45000.0,0.006,D,9.33057587    -     10.055746371,2s.2p3          | 3P*  | 0,2s2.2p.4p            | 3S      | 1,1 - 3,,T6070n,L12175c183
C I,,1713.10496,5837.354,,81000.0,0.0036,C,9.69545167    -     10.41919132,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,5 - 5,,T6070,
C I,,1713.13824,5837.2406,,34000.0,0.0009,C,9.69545167    -     10.41917726,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,5 - 3,,T6070,
C I,,1717.94584,5820.9053,,19000.0,0.0006,C,9.697491047   -     10.41919132,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,7 - 5,,T6070,
C I,,1719.88576,5814.3397,,40000.0,0.0018,C,9.69545167    -     10.41633791,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,
C I,1719.926,1719.93186,5814.2,7100bl,48000.0,0.003,C,9.69545167    -     10.416318591,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L9405c186
C I,1723.2456,1723.24648,5803.003,2300,150000.0,0.011,C,9.685245529   -     10.40472588,2s2.2p.4s       | 3P*  | 1,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L12175c183
C I,1723.91971,1723.91956,5800.7342,120000q,4900000.0,0.28,C,9.697491047   -     10.41669049,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[9/2]  | 4,7 - 9,,T6070,L12175c183
C I,,1724.7651,5797.891,,45000.0,0.0014,C,9.697491047   -     10.41633791,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,7 - 5,,T6070,
C I,1724.802,1724.81146,5797.77,6400bl,8100.0,0.00036,C,9.697491047   -     10.416318591,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,7 - 7,,T6070,L9405c186
C I,1727.97203,1727.97204,5787.1307,160000,8800000.0,0.55,C,9.69545167    -     10.41296443,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L12175c183
C I,1730.642,1730.66789,5778.2,48000bl(Fe),59000.0,0.0037,C,9.689130559   -     10.40552565,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L9405c186
C I,,1732.60214,5771.6655,,40000.0,0.0018,C,9.689130559   -     10.40472588,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,
C I,1732.6342,1732.63532,5771.5586,61000q,440000.0,0.028,C,9.689130559   -     10.404712177,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C I,1732.81597,1732.81621,5770.9533,100000,4400000.0,0.25,C,9.697491047   -     10.41299796,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 4,7 - 9,,T6070,L12175c183
C I,1732.8974,1732.89743,5770.6821,24000,1500000.0,0.068,C,9.697491047   -     10.41296443,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,7 - 7,,T6070,L12175c183
C I,1734.2116,1734.2119,5766.309,11000,400000.0,0.018,C,9.701759406   -     10.41669049,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).4f | 2[9/2]  | 4,9 - 9,,T6070,L12175c183
C I,1734.33126,1734.33126,5765.9112,390000,16000000.0,0.89,C,9.701759406   -     10.416641283,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).4f | 2[9/2]  | 5,9 - 11,,T6070,L12175c183
C I,1735.1147,1735.11447,5763.308,4800,140000.0,0.005,C,9.701759406   -     10.416318591,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,9 - 7,,T6070,L12175c183
C I,,1741.2706,5742.9328,,7000.0,0.00053,C,9.70715841    -     10.41919132,2s2.2p.3d       | 3D*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,3 - 5,,T6070,
C I,1741.3041,1741.30499,5742.8222,12000,1600000.0,0.074,C,9.70715841    -     10.41917726,2s2.2p.3d       | 3D*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,3 - 3,,T6070,L12175c183
C I,,1741.935,5740.741,,40000.0,0.0006,D,10.01574721    -     10.727508,2s2.2p.4p       | 3D   | 1,2s2.2p.5d            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1743.054,5737.057,,10000.0,0.00046,D,10.01574721    -     10.7270516,2s2.2p.4p       | 3D   | 1,2s2.2p.5d            | 3P*     | 1,3 - 3,,T5520LS,
C I,1743.2159,1743.21537,5736.524,59000bl,1800000.0,0.081,C,9.701759406   -     10.41299796,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 4,9 - 9,,T6070,L12175c183
C I,1743.285,1743.29756,5736.3,16000u,63000.0,0.0022,C,9.701759406   -     10.41296443,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,9 - 7,,T6070,L9405c186
C I,1745.33374,1745.33395,5729.5632,360000q,7500000.0,0.206,B+,9.00258381    -      9.71295903,2s2.2p.3p       | 1D   | 2,2s2.2p.4s            | 1P*     | 1,5 - 3,,"T5520,T6070,T4828",L12175c183
C I,1745.5671,1745.56652,5728.7973,13000,920000.0,0.042,C,9.708910751   -     10.41919132,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,5 - 5,,T6070,L12175c183
U I,1745.588,,5728.73,50,,,,,|      |,|         |,,,,u10
C I,1745.6008,1745.60107,5728.6866,6100,680000.0,0.019,C,9.708910751   -     10.41917726,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,5 - 3,,T6070,L12175c183
C I,1746.07465,1746.07438,5727.132,120000q,6000000.0,0.38,C,9.69545167    -     10.40552565,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L12175c183
C I,,1746.9493,5724.2646,,400.0,3e-05,D,10.01574721    -     10.72546557,2s2.2p.4p       | 3D   | 1,2s2.2p.5d            | 3P*     | 2,3 - 5,,T5520LS,
C I,1748.043,1748.04323,5720.6833,15000,1000000.0,0.046,C,9.69545167    -     10.40472588,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,L12175c183
C I,1748.0769,1748.07701,5720.5723,15000,470000.0,0.03,C,9.69545167    -     10.404712177,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C I,1748.279,1748.27667,5719.91,92000,100000.0,0.0077,C,9.70715841    -     10.41633791,2s2.2p.3d       | 3D*  | 1,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L9405c186
C I,,1748.797,5718.217,,30000.0,0.0008,D,10.018083033   -     10.7270516,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3P*     | 1,5 - 3,,T5520LS,
C I,1748.8083,1748.80838,5718.18,3500,240000.0,0.008,C,9.710227435   -     10.41919132,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,7 - 5,,T6070,L12175c183
C I,1751.04163,1751.04249,5710.8865,170000p,6400000.0,0.38,C,9.697491047   -     10.405550385,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 4,7 - 9,,T6070,"L12175c183,c153"
C I,,1751.10365,5710.6842,,17000.0,0.00078,C,9.697491047   -     10.40552565,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,7 - 7,,T6070,
C I,1752.086,1752.07117,5707.48,150000bl(Fe),23000.0,0.0015,C,9.00258381    -      9.710227435,2s2.2p.3p       | 1D   | 2,2s2.2p.3d            | 3D*     | 3,5 - 7,,T6070,L9405c186
C I,1752.6081,1752.60727,5705.782,38000q,1900000.0,0.085,C,9.708910751   -     10.41633791,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,L12175c183
C I,1752.6549,1752.65514,5705.6296,5400,190000.0,0.012,C,9.708910751   -     10.416318591,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C I,,1752.7178,5705.4249,,6000.0,0.00027,D,10.018083033   -     10.72546557,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3P*     | 2,5 - 5,,T5520LS,
C I,,1753.08388,5704.2336,,110000.0,0.0035,C,9.697491047   -     10.40472588,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,7 - 5,,T6070,
C I,1753.118,1753.11785,5704.1228,11000,740000.0,0.034,C,9.697491047   -     10.404712177,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,7 - 7,,T6070,L12175c183
C I,1755.0014,1754.99905,5698.001,10000q,410000.0,0.025,C,9.710227435   -     10.41669049,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).4f | 2[9/2]  | 4,7 - 9,,T6070,L12175c183
C I,1755.5737,1755.57249,5696.144,12000D,1000000.0,0.08,C,9.71295903    -     10.41919132,2s2.2p.4s       | 1P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,3 - 5,,T6070,L12175c183
C I,,1755.60744,5696.0342,,230000.0,0.011,C,9.71295903    -     10.41917726,2s2.2p.4s       | 1P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,3 - 3,,T6070,
C I,1755.8745,1755.87535,5695.168,5900,280000.0,0.0092,C,9.710227435   -     10.41633791,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,7 - 5,,T6070,L12175c183
C I,1755.92335,1755.9234,5695.0094,64000,2900000.0,0.13,C,9.710227435   -     10.416318591,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,7 - 7,,T6070,L12175c183
C I,1759.719,1759.70294,5682.73,15000bl(Fe),580000.0,0.016,C,9.00258381    -      9.70715841,2s2.2p.3p       | 1D   | 2,2s2.2p.3d            | 3D*     | 1,5 - 3,,T6070,L9405c186
C I,1761.00496,1761.00491,5678.5757,62000,2900000.0,0.19,C,9.708910751   -     10.41296443,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L12175c183
C I,1761.6613,1761.66223,5676.46,14000,470000.0,0.022,C,9.701759406   -     10.405550385,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 4,9 - 9,,T6070,L12175c183
C I,,1761.72414,5676.2576,,18000.0,0.00064,C,9.701759406   -     10.40552565,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,9 - 7,,T6070,
C I,,1762.3831,5674.1351,,50000.0,0.0033,D,9.833294423   -     10.53679751,2s2.2p.3d       | 3P*  | 2,2s2.2p.5p            | 3D      | 3,5 - 7,,T5520LS,
C I,1762.69431,1762.69435,5673.1334,36000,2000000.0,0.16,C,9.71295903    -     10.41633791,2s2.2p.4s       | 1P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L12175c183
C I,,1763.0189,5672.0889,,33000.0,0.0011,D,10.022216175   -     10.72546557,2s2.2p.4p       | 3D   | 3,2s2.2p.5d            | 3P*     | 2,7 - 5,,T5520LS,
C I,,1763.76285,5669.69646,,26000.0,0.00092,C,9.701759406   -     10.404712177,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,9 - 7,,T6070,
C I,1764.2197,1764.22023,5668.2284,140000q,5200000.0,0.31,C,9.710227435   -     10.41299796,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 4,7 - 9,,T6070,L12175c183
C I,1764.3041,1764.30442,5667.9571,13000,540000.0,0.025,C,9.710227435   -     10.41296443,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,7 - 7,,T6070,L12175c183
C I,1767.6973,1767.69562,5657.077,30000bl,32000.0,0.00152,B,7.945771557   -      8.647160399,2s.2p3          | 3D*  | 3,2s2.2p.3p            | 3D      | 3,7 - 7,,T6070n,L12175c183
C I,,1768.95388,5653.0586,m,4500.0,0.00029,B,7.94627046    -      8.647160399,2s.2p3          | 3D*  | 2,2s2.2p.3p            | 3D      | 3,5 - 7,,T6070n,L12175
C I,,1773.194,5639.542,,12000.0,0.0006,D,9.833294423   -     10.532508,2s2.2p.3d       | 3P*  | 2,2s2.2p.5p            | 3D      | 2,5 - 5,,T5520LS,
C I,,1775.694,5631.601,,37000.0,0.0029,D,9.83427899    -     10.532508,2s2.2p.3d       | 3P*  | 1,2s2.2p.5p            | 3D      | 2,3 - 5,,T5520LS,
