v	1-F	EW0	WLobs	WLvald	ID	Trans	cp	M
 6762.10	 0.000	   5	1478.83	1478.83	CN  	CN1-2P_{21}23.5  	Q5 	B
 6761.72	 0.186	  34	1478.91	       	U   	                 	X  	F
 6760.64	 0.080	  26	1479.15	1479.16	FeI 	                 	S  	B
 6759.88	 0.051	   9	1479.32	1479.34	CN  	CN0-1R_{1}54.5   	X  	B
 6758.87	 0.045	   6	1479.54	1479.54	CN  	CN1-2R_{12}20.5  	D  	B
 6758.76	 0.179	  62	1479.56	1479.57	CN  	CN1-2Q_{1}21.5   	D  	B
 6758.16	 0.087	  23	1479.69	1479.69	CN  	CN1-2P_{2}15.5   	D  	B
 6757.97	 0.077	  35	1479.73	1479.74	CN  	CN1-2R_{1}34.5   	D  	B
 6757.18	 0.092	  14	1479.91	1479.91	CN  	CN1-2Q_{12}12.5  	X  	B
 6757.11	 0.107	  26	1479.92	1479.93	CN  	CN1-2P_{1}13.5   	X  	B
 6757.14	 0.104	   6	1479.92	1479.92	OH  	OH2-0P_{1e}5.5   	X  	B
 6756.13	 0.079	  24	1480.14	       	U   	                 	X  	F
 6752.57	 0.051	  18	1480.92	1480.92	FeI 	                 	X  	B
 6752.19	 0.058	  40	1481.00	1481.00	FeI 	                 	X  	B
 6751.93	 0.218	  62	1481.06	1481.06	CN  	CN0-1P_{2}34.5   	X  	B
 6751.89	 0.200	   5	1481.07	1481.06	CN  	CN1-2R_{12}21.5  	X  	B
 6751.85	 0.197	   8	1481.08	1481.08	CI  	                 	X  	B
 6751.81	 0.219	  14	1481.08	1481.09	FeI 	                 	X  	B
 6751.78	 0.226	  59	1481.09	1481.10	CN  	CN1-2Q_{1}22.5   	X  	B
 6751.14	 0.199	  70	1481.23	1481.24	FeI 	                 	X  	B
 6750.16	 0.239	  87	1481.45	1481.45	CN  	CN0-1Q_{2}43.5   	X  	B
 6749.83	 0.147	   2	1481.52	1481.52	CN  	CN0-1P_{21}44.5  	X  	B
 6749.79	 0.134	  30	1481.53	1481.53	CN  	CN1-2R_{1}35.5   	X  	B
 6749.71	 0.101	  18	1481.54	1481.56	CN  	CN1-2P_{1}14.5   	X  	B
 6749.75	 0.121	   9	1481.54	1481.54	CN  	CN1-2Q_{12}13.5  	X  	B
 6748.66	 0.036	   7	1481.77	1481.79	CN  	CN1-2P_{2}16.5   	X  	B
 6748.21	 0.295	 118	1481.87	1481.88	FeI 	                 	X  	B
 6746.30	 0.015	   3	1482.29	1482.30	FeI 	                 	X  	B
 6745.48	 0.168	  59	1482.47	1482.48	CN  	CN1-2Q_{2}24.5   	X  	B
 6744.92	 0.145	  47	1482.60	1482.61	CN  	CN0-1R_{1}55.5   	X  	B
 6744.73	 0.029	   5	1482.64	1482.64	FeI 	                 	X  	B
 6744.58	 0.129	   5	1482.67	1482.67	CN  	CN1-2R_{12}22.5  	X  	B
 6744.50	 0.220	  34	1482.69	1482.69	CN  	CN1-2R_{2}36.5   	X  	B
 6744.47	 0.247	  61	1482.70	1482.71	CN  	CN1-2Q_{1}23.5   	X  	B
 6744.43	 0.231	  23	1482.71	1482.71	FeI 	                 	X  	B
 6744.28	 0.029	   4	1482.74	1482.74	CN  	CN1-2Q_{21}37.5  	X  	B
 6743.64	 0.131	  48	1482.88	       	U   	                 	S  	F
 6742.89	 0.400	 170	1483.04	1483.05	FeI 	                 	S  	B
 6741.96	 0.074	   9	1483.25	1483.25	CN  	CN1-2Q_{12}14.5  	X  	B
 6741.92	 0.094	   7	1483.26	1483.26	FeI 	                 	X  	B
 6741.88	 0.096	  21	1483.27	1483.27	CN  	CN1-2P_{1}15.5   	X  	B
 6741.28	 0.122	  46	1483.40	1483.40	CN  	CN1-2R_{1}36.5   	X  	B
 6741.06	 0.066	  15	1483.45	1483.46	NiI 	                 	X  	B
 6740.08	 0.028	   4	1483.66	1483.66	CN  	CN0-1R_{12}43.5  	X  	B
 6740.05	 0.029	   5	1483.67	1483.66	CI  	                 	X  	B
 6739.78	 0.253	  95	1483.73	1483.73	CN  	CN0-1Q_{1}44.5   	X  	B
 6739.04	 0.172	  43	1483.89	1483.89	NiI 	                 	X  	B
 6739.00	 0.139	  12	1483.90	1483.90	CN  	CN0-1Q_{12}34.5  	X  	B
 6738.96	 0.094	  12	1483.91	1483.91	NiI 	                 	X  	B
 6738.81	 0.189	  21	1483.94	1483.95	CN  	CN1-2P_{2}17.5   	X  	B
 6738.77	 0.235	  49	1483.95	1483.96	CN  	CN0-1P_{1}35.5   	X  	B
 6738.74	 0.219	  31	1483.96	1483.96	FeI 	                 	X  	B
 6738.40	 0.119	  41	1484.03	1484.04	CN  	CN0-1R_{2}55.5   	X  	B
 6737.54	 0.092	  26	1484.22	1484.23	FeI 	                 	X  	B
 6735.44	 0.058	   6	1484.68	1484.68	FeI 	                 	X  	B
 6735.18	 0.275	 106	1484.74	1484.74	CN  	CN0-1Q_{2}44.5   	X  	B
 6735.07	 0.152	  39	1484.77	1484.77	CN  	CN1-2R_{2}37.5   	X  	B
 6734.84	 0.009	   1	1484.82	1484.81	CN  	CN0-1P_{21}45.5  	X  	B
 6734.81	 0.003	   1	1484.82	1484.83	CN  	CN1-2Q_{21}38.5  	X  	B
 6734.17	 0.060	  28	1484.96	1484.97	CrI 	                 	S  	B
 6733.87	 0.030	  12	1485.03	1485.04	CN  	CN1-2Q_{12}15.5  	D  	B
 6733.76	 0.095	  29	1485.05	1485.07	CN  	CN1-2P_{1}16.5   	D  	B
 6732.60	 0.037	  13	1485.31	1485.31	FeI 	                 	T  	B
 6732.38	 0.187	  35	1485.36	1485.35	CN  	CN1-2R_{1}37.5   	X  	B
 6732.34	 0.173	  49	1485.37	1485.38	TiI 	                 	X  	B
 6729.61	 0.104	  40	1485.97	1485.97	CN  	CN0-1R_{1}56.5   	X  	B
 6728.75	 0.191	  44	1486.16	1486.17	CN  	CN1-2Q_{1}25.5   	X  	B
 6728.71	 0.187	  19	1486.17	1486.18	CN  	CN1-2P_{2}18.5   	X  	B
 6727.55	 0.140	   2	1486.42	1486.44	OH  	OH3-1R_{1e}1.5   	X  	B
 6727.51	 0.342	   2	1486.43	1486.44	OH  	OH3-1P_{2f}1.5   	X  	B
 6727.48	 0.439	  61	1486.44	       	U   	                 	X  	F
 6727.37	 0.108	  62	1486.47	1486.47	CN  	CN1-2Q_{2}26.5   	X  	B
 6727.22	 0.094	   3	1486.50	1486.51	CN  	CN1-2P_{21}27.5  	X  	B
 6727.18	 0.134	  42	1486.51	1486.52	FeI 	                 	X  	B
 6726.62	 0.106	  13	1486.63	1486.63	FeI 	                 	X  	B
 6726.51	 0.431	 158	1486.66	       	U   	                 	X  	F
 6725.31	 0.119	   7	1486.92	1486.92	CN  	CN1-2Q_{12}16.5  	X  	B
 6725.27	 0.129	  24	1486.93	1486.93	CN  	CN1-2R_{2}38.5   	X  	B
 6725.16	 0.075	  19	1486.95	1486.95	CN  	CN1-2P_{1}17.5   	X  	B
 6725.05	 0.162	   2	1486.98	1486.99	CN  	CN1-2Q_{21}39.5  	X  	B
 6725.01	 0.178	  68	1486.99	1486.99	CN  	CN0-1Q_{1}45.5   	X  	B
 6724.34	 0.090	  14	1487.14	1487.17	FeI 	                 	X  	B
 6724.23	 0.032	   5	1487.16	1487.20	FeI 	                 	X  	B
 6723.63	 0.157	  49	1487.29	1487.30	CN  	CN0-1P_{1}36.5   	X  	B
 6723.22	 0.082	  23	1487.38	1487.39	CN  	CN1-2R_{1}38.5   	X  	B
 6722.88	 0.221	  32	1487.46	1487.47	FeI 	                 	X  	B
 6722.70	 0.107	  23	1487.50	1487.50	CN  	CN0-1R_{2}56.5   	X  	B
 6722.66	 0.089	  18	1487.51	1487.51	FeI 	                 	X  	B
 6722.62	 0.046	  10	1487.52	1487.51	FeI 	                 	X  	B
 6722.21	 0.269	 114	1487.61	1487.61	NiI 	                 	X  	B
 6720.87	 0.504	  78	1487.90	       	U   	                 	X  	F
 6720.83	 0.432	  51	1487.91	1487.92	MnI 	                 	X  	B
 6720.79	 0.280	  52	1487.92	1487.93	MnI 	                 	X  	B
 6720.75	 0.155	  31	1487.93	1487.93	CN  	CN0-1P_{2}36.5   	X  	B
 6718.25	 0.108	  51	1488.48	1488.49	CN  	CN1-2P_{2}19.5   	S  	B
 6717.88	 0.202	  81	1488.57	1488.57	CN  	CN1-2Q_{2}27.5   	D  	B
 6717.80	 0.138	   3	1488.58	1488.58	OH  	OH2-0P_{2f}5.5   	D  	B
 6717.51	 0.017	   3	1488.65	1488.65	OH  	OH2-0P_{2e}5.5   	X  	B
 6716.42	 0.015	   4	1488.89	1488.89	CN  	CN1-2Q_{12}17.5  	X  	B
 6716.35	 0.052	  12	1488.90	1488.92	CN  	CN1-2P_{1}18.5   	X  	B
 6715.71	 0.128	  48	1489.04	       	U   	                 	X  	F
 6715.19	 0.080	  23	1489.16	1489.16	CN  	CN1-2R_{2}39.5   	X  	B
 6714.04	 0.085	  25	1489.42	1489.42	CN  	CN0-1R_{1}57.5   	X  	B
 6713.66	 0.076	  20	1489.50	1489.50	CN  	CN1-2R_{1}39.5   	X  	B
 6711.65	 0.201	  65	1489.95	1489.95	CN  	CN1-2Q_{1}27.5   	X  	B
 6711.61	 0.163	  13	1489.96	1489.96	NiI 	                 	X  	B
 6710.79	 0.238	 101	1490.14	1490.15	FeI 	                 	S  	B
 6710.27	 0.123	  28	1490.25	1490.26	MgI 	                 	Q7 	B
 6710.23	 0.123	   2	1490.26	1490.26	MgI 	                 	Q7 	B
 6710.19	 0.110	   2	1490.27	1490.26	MgI 	                 	Q7 	B
 6710.16	 0.086	  20	1490.28	1490.27	MgI 	                 	Q7 	B
 6710.12	 0.068	   3	1490.29	1490.27	MgI 	                 	Q7 	B
 6710.08	 0.056	   1	1490.29	1490.27	MgI 	                 	Q7 	B
 6710.05	 0.063	  17	1490.30	1490.28	MgI 	                 	Q7 	B
 6709.90	 0.243	 113	1490.34	1490.34	CN  	CN0-1Q_{1}46.5   	D  	B
 6709.71	 0.032	   2	1490.38	1490.38	FeI 	                 	D  	B
 6708.44	 0.016	   4	1490.66	1490.67	CN  	CN0-1Q_{12}36.5  	X  	B
 6708.22	 0.140	  13	1490.71	1490.71	MgI 	                 	T  	B
 6708.11	 0.231	  62	1490.73	1490.73	CN  	CN0-1P_{1}37.5   	T  	B
 6708.07	 0.233	  66	1490.74	1490.75	CN  	CN1-2Q_{2}28.5   	T  	B
 6707.85	 0.199	  94	1490.79	1490.80	FeI 	                 	Q4 	B
 6707.81	 0.188	   4	1490.80	1490.80	CN  	CN1-2P_{21}29.5  	Q4 	B
 6707.66	 0.054	   7	1490.83	1490.83	OH  	OH2-0P_{1e}6.5   	Q4 	B
 6707.55	 0.098	  31	1490.86	1490.87	CN  	CN1-2P_{2}20.5   	Q4 	B
 6707.21	 0.031	  22	1490.93	1490.93	FeI 	                 	Q4 	B
 6707.18	 0.048	  11	1490.94	1490.94	CN  	CN1-2Q_{12}18.5  	Q4 	B
 6707.06	 0.124	  32	1490.97	1490.97	CN  	CN1-2P_{1}19.5   	Q4 	B
 6706.99	 0.083	   4	1490.98	1490.98	OH  	OH2-0P_{1f}6.5   	Q4 	B
 6706.69	 0.106	  38	1491.05	1491.06	CN  	CN0-1R_{2}57.5   	S  	B
 6706.24	 0.009	   2	1491.15	1491.16	FeII	                 	S  	B
 6703.79	 0.114	  41	1491.69	1491.70	CN  	CN1-2R_{1}40.5   	S  	B
 6702.82	 0.015	   4	1491.91	1491.92	CN  	CN1-2R_{12}27.5  	X  	B
 6702.67	 0.124	   2	1491.94	1491.94	MnI 	                 	X  	B
 6702.63	 0.159	  66	1491.95	1491.96	CN  	CN1-2Q_{1}28.5   	X  	B
 6701.96	 0.034	  14	1492.10	1492.11	MnI 	                 	X  	B
 6701.51	 0.045	   4	1492.20	1492.20	MnI 	                 	T  	B
 6701.44	 0.082	  31	1492.22	       	U   	                 	T  	F
 6701.37	 0.063	   4	1492.23	1492.23	FeI 	                 	T  	B
 6698.20	 0.059	  29	1492.94	1492.94	SiI 	                 	Q8 	B
 6698.13	 0.119	  41	1492.95	1492.96	CN  	CN0-1R_{1}58.5   	Q8 	B
 6697.87	 0.185	  56	1493.01	1493.01	CN  	CN1-2Q_{2}29.5   	X  	B
 6697.79	 0.106	   4	1493.03	1493.03	CoI 	                 	X  	B
 6697.76	 0.072	   1	1493.04	1493.04	CoI 	                 	X  	B
 6697.64	 0.042	   4	1493.06	1493.06	CN  	CN1-2P_{21}30.5  	X  	B
 6697.57	 0.054	  11	1493.08	1493.08	CN  	CN1-2Q_{12}19.5  	X  	B
 6697.46	 0.104	  41	1493.10	1493.11	CN  	CN1-2P_{1}20.5   	X  	B
 6696.56	 0.119	  12	1493.30	       	U   	                 	S  	F
 6696.53	 0.159	  32	1493.31	1493.32	CN  	CN1-2P_{2}21.5   	D  	B
 6696.49	 0.158	  18	1493.32	1493.32	FeI 	                 	D  	B
 6695.30	 0.046	  15	1493.59	1493.59	FeI 	                 	S  	B
 6694.89	 0.013	   4	1493.68	1493.68	FeI 	                 	S  	B
 6694.52	 0.192	   5	1493.76	1493.76	CN  	CN0-1P_{12}30.5  	T  	B
 6694.48	 0.242	  91	1493.77	1493.78	CN  	CN0-1Q_{1}47.5   	T  	B
 6694.18	 0.011	   4	1493.83	1493.83	CN  	CN1-2P_{12}14.5  	T  	B
 6694.00	 0.089	  27	1493.88	1493.88	CN  	CN1-2R_{2}41.5   	S  	B
 6693.55	 0.072	  18	1493.98	1493.98	CN  	CN1-2R_{1}41.5   	X  	B
 6693.22	 0.191	  47	1494.05	1494.06	CN  	CN1-2Q_{1}29.5   	X  	B
 6692.62	 0.048	   5	1494.18	1494.18	CN  	CN0-1Q_{12}37.5  	T  	B
 6692.44	 0.278	  47	1494.22	1494.24	CN  	CN0-1P_{1}38.5   	T  	B
 6692.25	 0.081	 115	1494.27	1494.27	FeI 	                 	T  	B
 6691.80	 0.151	  46	1494.37	1494.37	FeI 	                 	X  	B
 6690.32	 0.119	  34	1494.70	1494.70	CN  	CN0-1R_{2}58.5   	T  	B
 6690.28	 0.129	  32	1494.71	       	U   	                 	T  	F
 6690.17	 0.092	   4	1494.73	1494.73	FeI 	                 	T  	B
 6688.31	 0.278	  66	1495.15	1495.15	FeI 	                 	X  	B
 6687.64	 0.046	   8	1495.30	1495.30	CN  	CN1-2Q_{12}20.5  	X  	B
 6687.46	 0.206	  30	1495.34	1495.34	CN  	CN1-2P_{1}21.5   	X  	B
 6687.42	 0.209	  62	1495.35	1495.35	CN  	CN1-2Q_{2}30.5   	X  	B
 6686.16	 0.039	  12	1495.63	1495.63	FeI 	                 	X  	B
 6685.19	 0.090	  28	1495.84	1495.85	CN  	CN1-2P_{2}22.5   	X  	B
 6684.52	 0.180	   4	1495.99	1495.99	FeI 	                 	Q4 	B
 6684.41	 0.406	 155	1496.02	1496.02	FeI 	                 	Q4 	B
 6684.19	 0.203	 123	1496.07	1496.07	FeI 	                 	Q4 	B
 6684.15	 0.132	   2	1496.08	1496.07	CaI 	                 	Q4 	B
 6683.63	 0.016	   4	1496.19	1496.19	CN  	CN1-2R_{12}29.5  	D  	B
 6683.45	 0.191	  74	1496.23	1496.24	CN  	CN1-2Q_{1}30.5   	D  	B
 6683.04	 0.244	  65	1496.33	1496.33	FeI 	                 	X  	B
 6682.96	 0.197	  33	1496.34	1496.34	CN  	CN1-2R_{1}42.5   	X  	B
 6682.89	 0.135	  31	1496.36	1496.36	CN  	CN1-2R_{2}42.5   	X  	B
 6681.89	 0.095	  31	1496.58	1496.59	CN  	CN0-1R_{1}59.5   	S  	B
 6681.40	 0.017	   4	1496.69	1496.70	FeI 	                 	X  	B
 6681.03	 0.023	   8	1496.77	1496.79	FeI 	                 	X  	B
 6679.58	 0.005	   1	1497.10	1497.09	CaI 	                 	X  	B
 6678.95	 0.245	  82	1497.24	1497.24	FeI 	                 	T  	B
 6678.92	 0.207	  45	1497.25	1497.25	MnI 	                 	T  	B
 6678.69	 0.256	  90	1497.30	1497.30	CN  	CN0-1Q_{1}48.5   	T  	B
 6678.21	 0.051	  20	1497.41	1497.41	FeI 	                 	S  	B
 6676.69	 0.148	  11	1497.75	1497.75	FeI 	                 	Q7 	B
 6676.62	 0.204	  65	1497.76	1497.77	CN  	CN1-2Q_{2}31.5   	Q7 	B
 6676.58	 0.170	   9	1497.77	1497.78	MnI 	                 	Q7 	B
 6676.54	 0.119	   8	1497.78	1497.79	CN  	CN0-1Q_{12}38.5  	Q7 	B
 6676.36	 0.095	   4	1497.82	1497.82	CN  	CN1-2P_{21}32.5  	Q7 	B
 6676.32	 0.146	  14	1497.83	1497.84	FeI 	                 	Q7 	B
 6676.28	 0.185	  64	1497.84	1497.85	CN  	CN0-1P_{1}39.5   	Q7 	B
 6674.43	 0.039	   6	1498.26	1498.26	FeI 	                 	T  	B
 6674.32	 0.109	  25	1498.28	1498.28	CrI 	                 	T  	B
 6674.21	 0.066	  24	1498.31	1498.31	FeI 	                 	T  	A
 6673.91	 0.179	  57	1498.37	1498.38	FeI 	                 	D  	A
 6673.87	 0.172	  24	1498.38	1498.39	FeI 	                 	D  	B
 6673.58	 0.174	  36	1498.45	1498.44	CN  	CN0-1R_{2}59.5   	Q4 	A
 6673.50	 0.153	  39	1498.46	1498.46	CN  	CN1-2P_{2}23.5   	Q4 	B
 6673.54	 0.166	   4	1498.46	1498.45	CN  	CN1-2R_{12}30.5  	Q4 	B
 6673.39	 0.203	  77	1498.49	1498.50	CN  	CN1-2Q_{1}31.5   	Q4 	A
 6673.24	 0.050	   8	1498.52	       	U   	                 	X  	F
 6672.83	 0.034	   6	1498.61	1498.61	FeI 	                 	D  	B
 6672.80	 0.030	   7	1498.62	1498.63	FeI 	                 	D  	B
 6672.54	 0.142	  62	1498.68	1498.69	FeI 	                 	S  	A
 6672.09	 0.254	  33	1498.78	1498.78	CN  	CN1-2R_{1}43.5   	Q7 	B
 6672.06	 0.251	  86	1498.79	1498.79	CN  	CN0-1Q_{2}48.5   	Q7 	B
 6671.87	 0.071	  24	1498.83	1498.83	FeI 	                 	Q7 	B
 6671.69	 0.169	   6	1498.87	1498.88	FeI 	                 	Q7 	B
 6671.65	 0.199	  62	1498.88	1498.89	CN  	CN0-1P_{2}39.5   	Q7 	A
 6671.43	 0.106	  31	1498.93	1498.93	CN  	CN1-2R_{2}43.5   	Q7 	A
 6671.39	 0.074	  22	1498.94	1498.94	SiI 	                 	Q7 	B
 6670.50	 0.035	  13	1499.14	1499.14	FeI 	                 	S  	B
 6669.87	 0.297	 116	1499.28	1499.29	FeI 	                 	D  	A
 6669.72	 0.091	  17	1499.31	1499.31	FeI 	                 	D  	B
 6669.24	 0.021	   4	1499.42	1499.43	FeI 	                 	X  	B
 6667.68	 0.011	   1	1499.77	1499.77	FeI 	                 	X  	B
 6667.65	 0.004	   1	1499.78	1499.78	FeI 	                 	X  	B
 6667.02	 0.003	   1	1499.92	1499.93	FeI 	                 	X  	B
 6666.68	 0.030	  13	1500.00	1500.01	CN  	CN1-2Q_{12}22.5  	D  	B
 6666.50	 0.124	  49	1500.04	1500.04	CN  	CN1-2P_{1}23.5   	D  	A
 6665.83	 0.037	  17	1500.19	1500.19	SiI 	                 	D  	B
 6665.54	 0.198	  87	1500.25	1500.26	CN  	CN1-2Q_{2}32.5   	T  	A
 6665.28	 0.122	  45	1500.31	1500.31	CN  	CN0-1R_{1}60.5   	T  	A
 6665.24	 0.096	   4	1500.32	1500.32	CN  	CN1-2P_{21}33.5  	T  	B
 6663.87	 0.025	   4	1500.63	1500.63	OH  	OH2-0P_{2f}6.5   	X  	A
 6663.46	 0.007	   1	1500.72	1500.72	OH  	OH2-0P_{2e}6.5   	X  	A
 6663.17	 0.016	   4	1500.79	1500.79	CN  	CN1-2R_{12}31.5  	T  	B
 6662.94	 0.209	  68	1500.84	1500.84	CN  	CN1-2Q_{1}32.5   	T  	A
 6662.83	 0.051	  22	1500.86	1500.86	FeI 	                 	T  	B
 6662.61	 0.231	  92	1500.91	1500.92	CN  	CN0-1Q_{1}49.5   	S  	A
 6661.83	 0.021	   5	1501.09	1501.09	CrI 	                 	X  	B
 6661.61	 0.115	  55	1501.14	1501.15	CN  	CN1-2P_{2}24.5   	X  	A
 6661.35	 0.033	   5	1501.20	1501.18	FeI 	                 	X  	E
 6660.87	 0.098	  32	1501.31	1501.31	CN  	CN1-2R_{1}44.5   	X  	A
 6660.09	 0.011	   3	1501.48	1501.48	CN  	CN0-1Q_{12}39.5  	X  	B
 6660.02	 0.011	   2	1501.50	1501.50	CN  	CN0-1P_{12}32.5  	X  	B
 6659.83	 0.195	  22	1501.54	1501.54	FeI 	                 	X  	B
 6659.80	 0.209	  47	1501.55	1501.55	CN  	CN0-1P_{1}40.5   	X  	A
 6659.69	 0.115	  32	1501.57	1501.57	CN  	CN1-2R_{2}44.5   	X  	A
 6657.99	 0.020	   4	1501.96	1501.96	FeI 	                 	X  	A
 6657.69	 0.018	   4	1502.02	1502.03	TiI 	                 	X  	B
 6657.02	 0.240	 114	1502.17	1502.18	FeI 	                 	S  	A
 6656.62	 0.082	  26	1502.26	1502.27	CN  	CN0-1R_{2}60.5   	S  	A
 6655.62	 0.075	   8	1502.49	1502.49	CN  	CN1-2Q_{12}23.5  	Q4 	B
 6655.54	 0.209	   3	1502.51	1502.51	OH  	OH2-0P_{1e}7.5   	Q4 	A
 6655.51	 0.264	  75	1502.52	1502.52	CN  	CN0-1Q_{2}49.5   	Q4 	A
 6655.47	 0.263	  32	1502.52	1502.53	CN  	CN1-2P_{1}24.5   	Q4 	B
 6654.99	 0.078	  25	1502.63	1502.64	FeI 	                 	S  	A
 6654.77	 0.049	   3	1502.68	1502.68	FeI 	                 	Q4 	B
 6654.73	 0.186	   9	1502.69	1502.70	OH  	OH2-0P_{1f}7.5   	Q4 	A
 6654.69	 0.241	  62	1502.70	1502.72	CN  	CN0-1P_{2}40.5   	Q4 	B
 6654.66	 0.221	  32	1502.71	       	U   	                 	Q4 	F
 6654.07	 0.326	  66	1502.84	1502.84	CN  	CN1-2Q_{2}33.5   	T  	A
 6653.84	 0.621	   3	1502.89	1502.89	CN  	CN1-2P_{21}34.5  	T  	B
 6653.77	 0.700	 772	1502.91	1502.91	MgI 	                 	T  	A
 6652.33	 0.047	   4	1503.23	1503.25	CN  	CN2-3R_{2}6.5    	Q9 	B
 6652.29	 0.104	   4	1503.24	1503.26	CN  	CN2-3R_{2}5.5    	Q9 	B
 6652.25	 0.171	   4	1503.25	1503.26	CN  	CN2-3Q_{21}7.5   	Q9 	B
 6652.22	 0.209	  63	1503.26	1503.27	CN  	CN1-2Q_{1}33.5   	Q9 	A
 6652.18	 0.192	   4	1503.27	1503.27	CN  	CN2-3Q_{21}6.5   	Q9 	B
 6652.03	 0.037	   5	1503.30	1503.30	CN  	CN2-3R_{2}7.5    	Q9 	B
 6652.00	 0.026	   4	1503.31	1503.31	CN  	CN2-3Q_{21}8.5   	Q9 	B
 6651.92	 0.002	   3	1503.32	1503.33	CN  	CN2-3Q_{21}5.5   	Q9 	B
 6651.96	 0.013	   3	1503.32	1503.32	CN  	CN2-3R_{2}4.5    	Q9 	B
 6651.63	 0.028	   7	1503.39	1503.41	CN  	CN2-3R_{2}8.5    	X  	B
 6651.55	 0.032	   5	1503.41	1503.42	CN  	CN2-3Q_{21}9.5   	X  	B
 6651.40	 0.016	   3	1503.44	1503.44	CN  	CN2-3R_{2}3.5    	X  	B
 6651.37	 0.037	   3	1503.45	1503.45	CN  	CN2-3Q_{21}4.5   	X  	B
 6651.29	 0.079	  17	1503.47	1503.41	SiI 	                 	X  	B
 6650.59	 0.017	   5	1503.63	1503.63	CN  	CN2-3Q_{21}3.5   	X  	B
 6650.26	 0.044	  13	1503.70	1503.64	NiI 	                 	X  	B
 6649.37	 0.089	   8	1503.90	1503.90	FeI 	                 	X  	B
 6649.34	 0.111	  36	1503.91	1503.91	CN  	CN1-2P_{2}25.5   	X  	A
 6649.30	 0.077	  33	1503.92	1503.92	CN  	CN1-2R_{1}45.5   	X  	A
 6648.45	 0.073	   8	1504.11	1504.11	CN  	CN2-3R_{2}11.5   	T  	B
 6648.41	 0.106	  30	1504.12	1504.13	CN  	CN0-1R_{1}61.5   	T  	A
 6648.38	 0.114	   5	1504.13	1504.13	CN  	CN2-3Q_{21}12.5  	T  	B
 6647.64	 0.079	  22	1504.29	1504.30	CN  	CN1-2R_{2}45.5   	Q6 	A
 6647.45	 0.133	  38	1504.34	1504.32	CoI 	                 	Q6 	B
 6647.05	 0.675	 604	1504.43	1504.44	MgI 	                 	Q6 	A
 6646.97	 0.599	  19	1504.44	1504.44	FeI 	                 	Q6 	B
 6646.86	 0.344	   9	1504.47	1504.47	CN  	CN2-3Q_{21}0.5   	Q6 	B
 6646.71	 0.168	   4	1504.50	1504.50	CN  	CN2-3Q_{21}13.5  	Q6 	B
 6646.20	 0.180	   5	1504.62	1504.63	CN  	CN1-2P_{12}18.5  	X  	B
 6646.16	 0.179	  87	1504.63	1504.63	CN  	CN0-1Q_{1}50.5   	X  	A
 6644.98	 0.014	  10	1504.90	1504.90	CN  	CN2-3R_{2}13.5   	X  	B
 6644.87	 0.003	   4	1504.92	1504.92	CN  	CN2-3Q_{21}14.5  	X  	B
 6644.28	 0.040	  13	1505.05	1505.05	FeI 	                 	Q6 	B
 6644.24	 0.052	   9	1505.06	1505.06	CN  	CN1-2Q_{12}24.5  	Q6 	B
 6644.09	 0.155	  37	1505.10	1505.10	CN  	CN1-2P_{1}25.5   	Q6 	A
 6643.72	 0.608	 484	1505.18	1505.18	MgI 	                 	Q6 	A
 6643.32	 0.055	   7	1505.27	1505.27	CN  	CN0-1Q_{12}40.5  	Q6 	B
 6643.02	 0.167	  63	1505.34	1505.34	CN  	CN0-1P_{1}41.5   	Q6 	A
 6642.80	 0.027	  10	1505.39	1505.39	CN  	CN2-3R_{2}14.5   	D  	B
 6642.69	 0.013	   4	1505.41	1505.42	CN  	CN2-3Q_{21}15.5  	D  	B
 6642.36	 0.191	  66	1505.49	1505.50	CN  	CN1-2Q_{2}34.5   	Q6 	A
 6642.25	 0.094	   5	1505.51	1505.51	CN  	CN0-1P_{12}33.5  	Q6 	B
 6642.14	 0.113	   3	1505.54	1505.54	OH  	OH3-1Q_{1e}1.5   	Q6 	B
 6642.10	 0.171	   3	1505.55	1505.55	CN  	CN1-2P_{21}35.5  	Q6 	B
 6642.06	 0.264	   3	1505.56	1505.57	OH  	OH3-1Q_{1f}1.5   	Q6 	B
 6641.95	 0.483	 239	1505.58	1505.59	FeI 	                 	Q6 	A
 6641.32	 0.025	   3	1505.72	1505.72	CN  	CN1-2R_{12}33.5  	Q4 	B
 6641.21	 0.085	   9	1505.75	1505.75	FeI 	                 	Q4 	A
 6641.10	 0.183	  66	1505.77	1505.78	CN  	CN1-2Q_{1}34.5   	Q4 	A
 6640.96	 0.021	   7	1505.81	1505.81	FeI 	                 	Q4 	B
 6640.29	 0.024	   8	1505.96	1505.96	CN  	CN2-3R_{2}15.5   	X  	B
 6640.25	 0.019	   4	1505.97	1505.98	CN  	CN2-3Q_{21}16.5  	X  	B
 6639.59	 0.049	  20	1506.12	1506.12	CaI 	                 	S  	B
 6639.41	 0.024	   4	1506.16	1506.16	FeI 	                 	D  	B
 6639.30	 0.090	  31	1506.18	1506.19	CN  	CN0-1R_{2}61.5   	D  	A
 6638.59	 0.223	  88	1506.34	1506.35	CN  	CN0-1Q_{2}50.5   	D  	A
 6638.56	 0.211	   3	1506.35	1506.36	CN  	CN2-3Q_{2}2.5    	D  	B
 6637.49	 0.073	  11	1506.59	1506.59	CN  	CN2-3R_{2}16.5   	Q6 	B
